City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_temp,Wind_speed
tommot,100,RU,1586650301,84,58.96,126.29,34.97,3.44
taguatinga,100,BR,1586650301,76,-12.39,-46.57,76.21,1.48
boffa,54,GN,1586650301,85,10.17,-14.03,78.33,2.89
bubaque,8,GW,1586650301,79,11.28,-15.83,78.48,16.06
sao jose da coroa grande,4,BR,1586650301,78,-8.9,-35.15,80.98,8.5
medicine hat,75,CA,1586650301,42,50.05,-110.67,28.99,17.22
severodvinsk,40,RU,1586650301,92,64.56,39.83,23.0,2.24
eureka,1,US,1586650301,71,40.8,-124.16,57.99,19.46
piacabucu,41,BR,1586650301,79,-10.41,-36.43,80.89,9.91
dickinson,90,US,1586650301,78,29.46,-95.05,75.99,13.87
zalegoshch,0,RU,1586650302,83,52.9,36.89,32.25,11.97
auburndale,90,US,1586650121,54,28.07,-81.79,81.0,12.75
dubuque,90,US,1586650272,93,42.48,-90.87,48.99,6.93
qaqortoq,100,GL,1586650302,48,60.72,-46.03,41.0,46.08
krasnoselkup,100,RU,1586650302,97,65.7,82.47,35.56,20.0
ilulissat,90,GL,1586650302,68,69.22,-51.1,28.4,9.17
eldoret,79,KE,1586650302,46,0.52,35.27,56.34,1.32
isla vista,1,US,1586650005,63,34.41,-119.86,72.0,19.46
marienburg,100,PL,1586650302,36,54.04,19.03,46.99,8.05
severo-kurilsk,63,RU,1586650105,93,50.68,156.12,30.7,8.39
longido,80,TZ,1586650303,61,-2.73,36.68,64.35,4.85
awjilah,14,LY,1586650016,50,29.11,21.29,59.52,8.84
parabel,11,RU,1586650303,97,58.7,81.48,29.34,6.11
petropavlovsk-kamchatskiy,64,RU,1586650303,47,53.05,158.65,37.4,2.24
bonavista,19,CA,1586650083,84,48.65,-53.11,34.0,10.0
baruun-urt,0,MN,1586650303,29,46.68,113.28,45.68,7.11
dezful,6,IR,1586650303,32,32.38,48.41,66.09,3.15
caravelas,37,BR,1586650303,86,-17.71,-39.25,78.49,9.73
bondo,100,CD,1586650303,85,3.81,23.69,69.13,1.59
marquette,92,US,1586650303,57,46.53,-87.63,46.0,2.55
eenhana,63,NA,1586650303,88,-17.47,16.33,69.8,3.36
tel aviv-yafo,30,IL,1586650181,87,32.08,34.78,55.4,3.36
asau,63,RO,1586650304,56,46.43,26.4,41.0,2.24
lingao,91,CN,1586650304,83,19.91,109.69,69.98,16.89
aleksandrov gay,89,RU,1586650304,76,50.15,48.57,40.12,20.78
vostok,34,RU,1586650304,51,46.49,135.88,37.62,4.59
dumingag,23,PH,1586650304,56,8.17,123.35,82.85,2.35
tambovka,0,RU,1586650304,39,50.1,128.05,46.4,6.71
nyaunglebin,75,MM,1586650304,52,17.95,96.73,73.89,2.26
abatskoye,96,RU,1586650304,78,56.29,70.46,39.45,4.97
sechura,60,PE,1586650304,66,-5.56,-80.82,77.65,15.97
axim,50,GH,1586650304,85,4.87,-2.24,80.6,5.19
lipari,75,IT,1586650304,62,38.47,14.95,59.0,2.24
homer,75,US,1586650305,41,59.64,-151.55,42.8,3.36
saint-joseph,22,RE,1586650305,73,-21.37,55.62,73.4,4.7
quepos,40,CR,1586650305,60,9.42,-84.17,82.4,13.87
kenai,1,US,1586650305,47,60.55,-151.26,39.2,13.87
balkanabat,0,TM,1586650305,59,39.51,54.37,54.21,3.98
klaksvik,100,FO,1586650305,86,62.23,-6.59,39.2,28.86
portland,20,US,1586649919,41,45.52,-122.68,63.0,8.05
misratah,0,LY,1586650305,63,32.38,15.09,61.09,10.49
novikovo,45,RU,1586650305,76,51.15,37.89,34.93,12.24
srikakulam,0,IN,1586650305,86,18.3,83.9,78.04,5.48
gisborne,1,NZ,1586650306,48,-38.65,178.0,72.0,11.01
broken hill,0,AU,1586650306,57,-31.95,141.43,51.8,13.87
moree,0,AU,1586650306,58,-29.47,149.85,59.0,5.82
olafsvik,54,IS,1586650306,84,64.89,-23.71,35.37,29.15
wagar,32,SD,1586650306,46,16.15,36.2,68.34,9.91
nabire,43,ID,1586650306,67,-3.37,135.48,85.96,2.62
morondava,94,MG,1586650306,77,-20.28,44.28,77.49,4.09
erdenet,100,MN,1586650306,35,49.03,104.08,40.6,2.77
olga,0,RU,1586650306,65,43.74,135.29,40.62,5.91
trincomalee,15,LK,1586650306,82,8.57,81.23,79.92,4.09
tezu,0,IN,1586650307,31,27.92,96.17,70.75,3.6
atherton,1,GB,1586650307,93,53.52,-2.49,52.0,1.12
semirom,69,IR,1586650307,40,31.42,51.57,41.09,10.58
verkhnetulomskiy,22,RU,1586650307,85,68.61,31.8,17.6,4.76
hauknes,100,NO,1586650307,63,66.28,14.07,30.2,12.75
faya,34,SA,1586650307,59,18.39,42.45,64.4,4.63
ransang,2,PH,1586650307,72,8.96,117.58,82.63,2.77
arteaga,83,MX,1586650307,26,18.47,-102.42,81.37,7.47
lotofaga,75,WS,1586650307,74,-13.98,-171.86,87.8,9.17
hambantota,16,LK,1586650307,80,6.12,81.12,79.93,8.79
okha,56,RU,1586650065,97,53.57,142.95,30.92,13.62
karacakoy,40,TR,1586650307,93,41.4,28.38,50.0,10.29
san matias,1,BO,1586650307,65,-16.37,-58.4,75.94,1.86
kon tum,100,VN,1586650307,73,14.35,108.0,73.0,1.48
svetlogorsk,0,BY,1586650308,79,52.63,29.73,32.7,4.54
lawrence,75,US,1586650170,49,38.97,-95.24,80.6,20.8
beira,40,MZ,1586650308,88,-19.84,34.84,69.8,3.36
nouakchott,0,MR,1586650199,53,18.09,-15.98,74.91,17.34
mitu,71,CO,1586650308,89,1.2,-70.17,75.34,0.72
tando muhammad khan,85,PK,1586650308,36,25.12,68.54,80.08,9.35
arona,40,ES,1586650308,68,28.1,-16.68,68.0,11.41
sakhnovshchyna,12,UA,1586650308,73,49.15,35.87,37.26,12.75
la ronge,75,CA,1586650095,53,55.1,-105.28,21.2,13.87
karaton,20,ID,1586650308,88,-6.34,106.1,78.8,2.24
shalinskoye,0,RU,1586650308,81,55.72,93.76,30.88,8.5
muravlenko,100,RU,1586650308,94,63.79,74.52,34.86,13.78
tukrah,17,LY,1586650146,74,32.53,20.58,56.26,5.41
mersing,81,MY,1586650309,94,2.43,103.84,77.0,3.36
mercedes,28,AR,1586650309,86,-34.65,-59.43,66.0,1.01
santa isabel do rio negro,100,BR,1586650309,97,-0.41,-65.02,73.15,1.97
fortuna,90,US,1586650309,87,40.6,-124.16,57.99,12.75
guerrero negro,5,MX,1586650189,60,27.98,-114.06,64.08,19.86
garowe,5,SO,1586650309,67,8.41,48.48,75.69,10.69
caconda,28,AO,1586650265,61,-13.73,15.07,58.82,1.72
paignton,17,GB,1586650309,8,50.44,-3.57,54.0,3.0
awbari,0,LY,1586650309,23,26.59,12.78,69.03,10.56
necochea,93,AR,1586650063,73,-38.55,-58.74,61.0,8.99
conakry,20,GN,1586650177,79,9.54,-13.68,84.2,6.93
hami,32,CN,1586650303,23,42.8,93.45,52.66,3.56
keetmanshoop,0,NA,1586650310,17,-26.58,18.13,75.2,10.29
ylivieska,97,FI,1586650310,74,64.08,24.55,28.99,1.01
paamiut,100,GL,1586650310,73,61.99,-49.67,39.69,10.78
waipawa,29,NZ,1586650310,63,-41.41,175.52,64.4,25.28
westport,1,US,1586650085,27,41.14,-73.36,54.0,11.41
prieska,15,ZA,1586650106,28,-29.66,22.75,71.37,14.16
bilibino,91,RU,1586650310,89,68.05,166.44,14.2,3.76
vila franca do campo,20,PT,1586650310,76,37.72,-25.43,57.2,11.41
cubuk,57,TR,1586650310,69,40.24,33.03,45.0,3.36
black river,20,JM,1586650310,78,18.03,-77.85,82.99,9.17
avera,1,US,1586650310,28,33.19,-82.53,73.4,3.36
raudeberg,100,NO,1586650310,93,61.99,5.14,46.0,20.8
manta,90,EC,1586650310,83,-0.95,-80.73,80.6,3.36
tingi,84,TZ,1586650311,66,-11.3,35.03,63.9,3.51
dinan,0,FR,1586650311,71,48.42,-2.25,59.0,3.36
tutoia,97,BR,1586650311,84,-2.76,-42.27,80.96,8.03
kitaibaraki,75,JP,1586650311,100,36.78,140.75,51.01,1.12
christchurch,63,NZ,1586650311,45,-43.53,172.63,69.01,14.99
stepantsevo,100,RU,1586650311,88,56.13,41.7,30.43,10.69
mwene-ditu,98,CD,1586650311,76,-7.0,23.45,67.35,3.33
antofagasta,75,CL,1586650311,72,-23.65,-70.4,66.2,11.41
gaoua,49,BF,1586650311,49,10.3,-3.25,82.78,4.56
jerome,20,US,1586650312,25,42.72,-114.52,64.0,34.45
sungairaya,93,ID,1586650312,87,0.7,108.9,77.94,5.26
hanzhong,0,CN,1586650312,38,33.07,107.03,50.68,0.6
deputatskiy,76,RU,1586650068,92,69.3,139.9,24.58,15.3
reinosa,90,ES,1586650312,100,43.0,-4.14,57.2,1.32
losheim,60,DE,1586650312,54,49.52,6.75,57.2,1.68
charters towers,54,AU,1586650312,32,-20.1,146.27,81.21,7.45
cabedelo,54,BR,1586650312,78,-6.98,-34.83,82.4,8.05
palu,26,ID,1586650312,63,-0.89,119.87,80.06,1.43
puerto escondido,40,MX,1586650312,83,15.85,-97.07,82.4,8.05
pisco,0,PE,1586650312,30,-13.7,-76.22,73.99,17.22
songadh,0,IN,1586650312,22,21.17,73.57,79.56,1.54
dera bugti,92,PK,1586650313,30,29.03,69.15,78.58,0.92
imbituba,40,BR,1586650313,64,-28.24,-48.67,69.8,6.93
saint-doulchard,9,FR,1586650313,58,47.1,2.35,57.0,3.36
kandalaksha,56,RU,1586650313,94,67.16,32.41,21.04,2.48
huambo,39,AO,1586650313,59,-12.78,15.74,58.41,0.92
urumqi,69,CN,1586650313,45,43.8,87.6,48.2,6.71
xingyi,89,CN,1586650313,48,24.19,102.82,55.27,5.26
orbottyan,8,HU,1586650313,52,47.69,19.28,50.0,2.24
lakes entrance,86,AU,1586650313,73,-37.88,147.98,55.99,1.01
borovsk,11,RU,1586650313,79,55.21,36.49,28.4,6.71
tabou,99,CI,1586650313,82,4.42,-7.35,80.04,3.4
bay city,1,US,1586650313,40,43.59,-83.89,54.0,6.93
